series,Timestamp,value,label
seriesA,2007-07-22T07:45:00.000Z,5.261,
seriesA,2007-07-22T07:50:00.000Z,5.277,
seriesA,2007-07-22T07:55:00.000Z,5.27,
seriesA,2007-07-22T08:00:00.000Z,5.258,
seriesA,2007-07-22T08:05:00.000Z,5.273,
seriesA,2007-07-22T08:10:00.000Z,5.287,
seriesA,2007-07-22T08:15:00.000Z,5.273,
seriesA,2007-07-22T08:20:00.000Z,5.265,
seriesA,2007-07-22T08:25:00.000Z,5.271,
seriesA,2007-07-22T08:30:00.000Z,5.267,
seriesA,2007-07-22T08:35:00.000Z,5.253,
seriesA,2007-07-22T08:40:00.000Z,5.248,
seriesA,2007-07-22T08:45:00.000Z,5.249,
seriesA,2007-07-22T08:50:00.000Z,5.235,
seriesA,2007-07-22T08:55:00.000Z,5.215,
seriesA,2007-07-22T09:00:00.000Z,5.205,
seriesA,2007-07-22T09:05:00.000Z,5.206,
seriesA,2007-07-22T09:10:00.000Z,5.193,
seriesA,2007-07-22T09:15:00.000Z,5.164,
seriesA,2007-07-22T09:20:00.000Z,5.149,
seriesA,2007-07-22T09:25:00.000Z,5.142,
seriesA,2007-07-22T09:30:00.000Z,5.127,
seriesA,2007-07-22T09:35:00.000Z,5.104,
seriesA,2007-07-22T09:40:00.000Z,5.078,
seriesA,2007-07-22T09:45:00.000Z,5.067,
seriesA,2007-07-22T09:50:00.000Z,5.052,
seriesA,2007-07-22T09:55:00.000Z,5.039,
seriesA,2007-07-22T10:00:00.000Z,5.015,
seriesA,2007-07-22T10:05:00.000Z,4.984,
seriesA,2007-07-22T10:10:00.000Z,4.967,
seriesA,2007-07-22T10:15:00.000Z,4.952,
seriesA,2007-07-22T10:20:00.000Z,4.924,
seriesA,2007-07-22T10:25:00.000Z,4.896,
seriesA,2007-07-22T10:30:00.000Z,4.88,
seriesA,2007-07-22T10:35:00.000Z,4.856,
seriesA,2007-07-22T10:40:00.000Z,4.821,
seriesA,2007-07-22T10:45:00.000Z,4.803,
seriesA,2007-07-22T10:50:00.000Z,4.788,
seriesA,2007-07-22T10:55:00.000Z,4.752,
seriesA,2007-07-22T11:00:00.000Z,4.71,
seriesA,2007-07-22T11:05:00.000Z,4.69,
seriesA,2007-07-22T11:10:00.000Z,4.671,
seriesA,2007-07-22T11:15:00.000Z,4.633,
seriesA,2007-07-22T11:20:00.000Z,4.598,
seriesA,2007-07-22T11:25:00.000Z,4.581,
seriesA,2007-07-22T11:30:00.000Z,4.56,
seriesA,2007-07-22T11:35:00.000Z,4.523,
seriesA,2007-07-22T11:40:00.000Z,4.49,
seriesA,2007-07-22T11:45:00.000Z,4.473,
seriesA,2007-07-22T11:50:00.000Z,4.45,
seriesA,2007-07-22T11:55:00.000Z,4.418,
seriesA,2007-07-22T12:00:00.000Z,4.383,
seriesA,2007-07-22T12:05:00.000Z,4.369,
seriesA,2007-07-22T12:10:00.000Z,4.356,
seriesA,2007-07-22T12:15:00.000Z,4.322,
seriesA,2007-07-22T12:20:00.000Z,4.289,
seriesA,2007-07-22T12:25:00.000Z,4.273,
seriesA,2007-07-22T12:30:00.000Z,4.256,
seriesA,2007-07-22T12:35:00.000Z,4.229,
seriesA,2007-07-22T12:40:00.000Z,4.202,
seriesA,2007-07-22T12:45:00.000Z,4.174,
seriesA,2007-07-22T12:50:00.000Z,4.157,
seriesA,2007-07-22T12:55:00.000Z,4.149,
seriesA,2007-07-22T13:00:00.000Z,4.121,
seriesA,2007-07-22T13:05:00.000Z,4.09,
seriesA,2007-07-22T13:10:00.000Z,4.081,
seriesA,2007-07-22T13:15:00.000Z,4.068,
seriesA,2007-07-22T13:20:00.000Z,4.044,
seriesA,2007-07-22T13:25:00.000Z,4.022,
seriesA,2007-07-22T13:30:00.000Z,4.012,
seriesA,2007-07-22T13:35:00.000Z,3.999,
seriesA,2007-07-22T13:40:00.000Z,3.979,
seriesA,2007-07-22T13:45:00.000Z,3.967,
seriesA,2007-07-22T13:50:00.000Z,3.967,
seriesA,2007-07-22T13:55:00.000Z,3.957,
seriesA,2007-07-22T14:00:00.000Z,3.937,
seriesA,2007-07-22T14:05:00.000Z,3.927,
seriesA,2007-07-22T14:10:00.000Z,3.928,
seriesA,2007-07-22T14:15:00.000Z,3.923,
seriesA,2007-07-22T14:20:00.000Z,3.914,
seriesA,2007-07-22T14:25:00.000Z,3.911,
seriesA,2007-07-22T14:30:00.000Z,3.903,
seriesA,2007-07-22T14:35:00.000Z,3.901,
